product,cluster_column,cluster_label,cluster_name
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,25,**Credit Report Dispute & Repair Issues**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,18,**Identity Theft & Fraudulent Account Opening**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,22,Identity Data Issues
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,4,Digital Wallet Account Access & Support Issues
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,17,Identity Theft & Account Security Concerns
"Payday loan, title loan, personal loan, or advance loan",cluster_label_10,0,**Misleading Interest and Fee Practices**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_10,4,**Unfair Financial Services Practices**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_10,3,**Financial Service Errors and Unresponsive Support**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_10,2,**Consumer Financial Product Disputes**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_10,1,**Unauthorized Financial Transactions & Credit Disputes**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_15,1,**Unauthorized Credit Activity & Fraud Disputes**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_15,0,**Unfair Lending & Credit Service Practices**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_15,2,**Credit and Loan Dispute Complaints**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_20,0,**Loan & Credit Dispute Complaints**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_20,1,**Consumer Lending & Credit Service Complaints**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_25,0,**Loan & Credit Dispute Issues**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_25,1,**Unfair Lending and Account Handling**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_30,0,**Credit & Loan Dispute Issues**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_30,1,**Unfair Lending & Credit Service Disputes**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_35,0,**Loan & Credit Service Disputes**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_35,1,**Unfair Lending and Credit Service Complaints**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_40,0,**Loan and Credit Account Disputes**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_40,1,**Loan and Credit Service Disputes**
Student loan,cluster_label_5,0,**Student Loan Servicing & Fraud Disputes**
Student loan,cluster_label_5,2,**Student Loan Servicing Issues**
Student loan,cluster_label_5,3,Student Loan Fraud and Collection Disputes
Student loan,cluster_label_5,1,**Loan Account Discrepancies**
Student loan,cluster_label_5,5,**Privacy Violation – Unauthorized Access & Mishandling of Personal Data**
Student loan,cluster_label_5,4,Outstanding reimbursement claim
Student loan,cluster_label_10,1,**Private Student Loan Servicing & Credit Reporting Issues**
Student loan,cluster_label_10,0,Student Loan Servicing Disputes
Student loan,cluster_label_15,1,**Student Loan Servicing & Credit Reporting Issues**
Student loan,cluster_label_15,0,**Private Student Loan Servicing and Dispute Issues**
Student loan,cluster_label_20,0,Student Loan Servicing & Credit Reporting Complaints
Student loan,cluster_label_25,0,**Student Loan Servicing & Credit Reporting Abuse**
Student loan,cluster_label_30,0,**Student Loan Servicing & Credit Reporting Abuse**
Student loan,cluster_label_35,0,**Student Loan Servicing and Credit Reporting Issues**
Student loan,cluster_label_40,0,**Student loan servicing & credit reporting problems**
Debt or credit management,cluster_label_5,5,**Incorrect Credit Reporting Disputes**
Debt or credit management,cluster_label_5,15,**Consumer Credit Reporting & Lender Misconduct**
Debt or credit management,cluster_label_5,26,**Identity Theft & Unauthorized Account Fraud**
Debt or credit management,cluster_label_5,28,Payment Dispute & Refund Issues
Debt or credit management,cluster_label_5,14,**Credit Reporting Disputes & Fraud**
Debt or credit management,cluster_label_5,10,**Misleading Information & Billing Errors**
Debt or credit management,cluster_label_5,8,**Unresolved Financial Service Disputes**
Debt or credit management,cluster_label_5,22,**Financial Service Misrepresentation & Dispute Issues**
Debt or credit management,cluster_label_5,4,**Predatory Lending & Debt‑Collection Abuse**
Debt or credit management,cluster_label_5,3,**Identity Theft and Account Fraud**
Debt or credit management,cluster_label_5,2,**Account Management Issues**
Debt or credit management,cluster_label_5,13,**Harassment and Unfair Claim Handling**
Debt or credit management,cluster_label_5,11,Unauthorized Account Fraud and Identity Theft
Debt or credit management,cluster_label_5,24,Unresolved Money Loss & Fee Disputes
Debt or credit management,cluster_label_5,7,**Improper Overdraft and Fee Disputes**
Debt or credit management,cluster_label_5,16,**Unauthorized Transaction Fraud**
Debt or credit management,cluster_label_5,12,**Unauthorized Account & Fraud Disputes**
Debt or credit management,cluster_label_5,0,**Fraudulent Legal Misconduct**
Debt or credit management,cluster_label_5,18,Unauthorized Transaction Refund Issues
Debt or credit management,cluster_label_5,23,**Financial Services Dispute**
Debt or credit management,cluster_label_5,21,**Unresolved Banking Transaction Disputes**
Debt or credit management,cluster_label_5,27,**Account Hijacking & Unresolved Fraud**
Debt or credit management,cluster_label_5,25,**Unresponsive Customer Support**
Debt or credit management,cluster_label_5,20,**Credit Report & Billing Dispute**
Debt or credit management,cluster_label_5,9,**Credit Card Fraud & Service Complaints**
Debt or credit management,cluster_label_5,1,**Credit Repair & Debt Relief**
Debt or credit management,cluster_label_5,17,Missing Transfer Notification
Debt or credit management,cluster_label_5,6,**Credit Card Financial Hardship**
Debt or credit management,cluster_label_5,29,**Deceptive Debt‑Relief Scams Causing Credit Damage**
Debt or credit management,cluster_label_5,19,**Credit Score & Negative Reporting Issues**
Debt or credit management,cluster_label_10,0,**Financial Account Dispute Issues**
Debt or credit management,cluster_label_10,2,**Debt Settlement & Account Management Disputes**
Debt or credit management,cluster_label_10,4,**Unauthorized Account Activity and Credit Management Issues**
Debt or credit management,cluster_label_10,1,**Improper Fees and Account Mismanagement**
Debt or credit management,cluster_label_10,3,**Unauthorized Transactions & Refund Support Failures**
Debt or credit management,cluster_label_15,0,**Financial Fraud and Credit Reporting Disputes**
Debt or credit management,cluster_label_15,2,**Debt Settlement and Account Dispute Issues**
Debt or credit management,cluster_label_15,1,**Improper Fees and Account Misconduct**
Debt or credit management,cluster_label_20,1,**Financial Fraud & Credit Reporting Complaints**
Debt or credit management,cluster_label_20,0,**Financial Account Mismanagement**
Debt or credit management,cluster_label_25,1,**Financial Account Disputes & Credit Reporting Issues**
Debt or credit management,cluster_label_25,0,**Improper Account Handling and Consumer Harm**
Debt or credit management,cluster_label_30,0,**Account Mismanagement & Credit Reporting Issues**
Debt or credit management,cluster_label_35,0,**Financial Account Errors & Dispute Issues**
Debt or credit management,cluster_label_40,0,**Financial Account & Credit Dispute Issues**
