product,complaint_what_happened,date_sent_to_company,issue,sub_product,zip_code,tags,complaint_id,timely,consumer_consent_provided,company_response,submitted_via,company,date_received,state,consumer_disputed,company_public_response,sub_issue,id
Checking or savings account,"Formal Complaint Letter / Statement for CFPB and USAA To Whom It May Concern, I am a long-time USAA customer who has entrusted the institution with my finances for many years. I am writing to formally report a serious issue that has left me unable to access my own funds for over a month. 

Around XX/XX/2025, USAA suddenly restricted my account and informed me of a new policy requiring a state-issued ID or U.S. passport for identity verification. I was not given prior notice of this change, and no accommodation has been offered despite my urgent circumstances. 

I currently reside in Hawaii, where appointments for a state ID are severely backlogged, the earliest available appointment is more than two months away. In the meantime, I have provided multiple valid and verifiable forms of identification, including : My military ID ( a government-issued photo ID ), My Social Security card , and My birth certificate. 

Despite submitting these documents, and despite the fact that my identity was verified years ago when I opened the account, my access to funds remains blocked. USAA has no physical branches in Hawaii, so I can not verify my identity in person. 

Over the past month, my family and I have made multiple phone calls to USAA. Initially, we received no clear answers, only vague responses with no action. Later calls provided no real assistance, and I was repeatedly told that no exceptions can be made, even after I explained that I am unable to pay my rent, bills, or basic living expenses as a result. 

What makes this even more disheartening is our deep-rooted history with USAA. My father is a XXXX XXXX  XXXX veteran who proudly served over 20 years in the U.S. military. My parents and grandparents have also been loyal USAA members, making our familys total relationship with your institution over 40 years long. Never in that time have we experienced such poor treatment, lack of empathy, or absence of basic customer support. 

I am not trying to open a new account. I am trying to access my existing, verified account that has always been in good standing. The sudden enforcement of this new policy, with no grace period, accommodation, or respect for customer hardship, is causing real financial harm and emotional stress. 

I respectfully request the following : A temporary hardship exception or alternative verification process so I can access my funds. 

A clear explanation of why my previously accepted forms of identification are no longer sufficient. 

Immediate escalation to USAAs executive resolution or hardship assistance team. 

I am willing to comply with the updated policy once I am able to obtain the required ID. However, I simply can not wait two more months to access the funds I depend on to live. I am pleading with USAA to uphold the values it claims to honor loyalty, service, and support for military families, and help me through this situation. 

Due to the severity of this experience, and the lack of compassion and resolution shown throughout this process, my parents, grandparents, and I are now seriously considering moving all of our accounts to a new financial institution. After more than 40 years of loyal membership, this is not a decision we take lightly, but we feel that USAA has failed to honor its commitment to the people it was created to serve.",2025-05-15T12:00:00-05:00,Managing an account,Checking account,96706,Servicemember,13528415,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2025-05-15T12:00:00-05:00,HI,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Deposits and withdrawals,13528415
Credit card,,2025-03-10T12:00:00-05:00,Struggling to pay your bill,General-purpose credit card or charge card,80919,,12426646,Yes,Consent not provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2025-03-10T12:00:00-05:00,CO,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Credit card company won't work with you while you're going through financial hardship,12426646
Bank account or service,,2016-06-10T12:00:00-05:00,"Account opening, closing, or management",Checking account,74135,,1941579,Yes,N/A,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2016-05-25T12:00:00-05:00,OK,No,Company believes it acted appropriately as authorized by contract or law,,1941579
Checking or savings account,"On XXXX XX/XX/year> I attempted to transfer {$500.00} from my USAA checking account to an investment account. In doing so I inadvertently selected a different account that was available on the drop down list. The account turned out to be one that I had long ago and that had been closed but was still available on the list of potential places to transfer money to and from.

When I realized what had happened I immediately called the transaction dispute office of USAA. I was told that this would be resolved but had to go through the process. At that time the woman with whom I was speaking removed the account and one other legacy account from my list of transfer accounts so that the problem could not happen again. 

On XXXX XX/XX/year> I received a letter saying that USAA determined that no error occurred and that I should contact the recipient for refund or correction. 

On XXXX XXXX I called USAA dispute resolution and again explained the situation to them but was told that I could not be told who owned the account and that the bank could do nothing. 

On the XXXX XXXX call I was reassured that the account was XXXX of mine that had been closed long ago ( as I remember it too ). There were, in fact, XXXX accounts listed in the transfer window. XXXX was a checking listed as XXXX XXXX and the other was a savings listed as DDA [ and number I do not recall ]. Both of these were removed from my transfer window so I can not provide proof of that. 

Now XXXX being told that the account belongs to someone else and I only added it to my list of transfers. 

I know XXXX other people who have USAA accounts. XXXX are my sons and XXXX is my step son. I have contacted all three and verified that their account numbers do not match the one to which I transferred {$500.00}. 

The bank has washed their hands of the incident saying that it is up to me to find out where the money went and to recover it. To the best of my knowledge and memory the account is a legacy XXXX of mine and no longer exists and, therefore, the money can not be recovered. 

No one has contacted me to say that they received {$500.00} from me.",2025-05-21T12:00:00-05:00,Managing an account,Checking account,78628,"Older American, Servicemember",13612339,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2025-05-21T12:00:00-05:00,TX,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Funds not handled or disbursed as instructed,13612339
Checking or savings account,,2020-12-23T12:00:00-05:00,Managing an account,Checking account,21117,Servicemember,4028561,Yes,Consent not provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2020-12-23T12:00:00-05:00,MD,N/A,Company believes it acted appropriately as authorized by contract or law,Deposits and withdrawals,4028561
Checking or savings account,"On XX/XX/XXXX I attempted to deposit {$700.00} cash into a USAA ATM. In the middle of the transaction the machine went down and the screen went black. It kept my cash, card and did not give me a receipt. I called the number on the atm immediately and waited. I explained everything that happened and was advised I would receive a provisional credit. On XX/XX/year> USAA reversed the credit stating they did not find my cash. After doing some research, I have found this has happened to multiple people. This specific machine goes down all the time and I can show proof. Please help me get my funds back.",2025-01-14T12:00:00-05:00,Managing an account,Checking account,368XX,Servicemember,11509855,Yes,Consent provided,Closed with monetary relief,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2025-01-14T12:00:00-05:00,AL,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Deposits and withdrawals,11509855
Mortgage,,2014-05-05T12:00:00-05:00,"Loan servicing, payments, escrow account",VA mortgage,93552,Servicemember,833065,Yes,N/A,Closed with monetary relief,Postal mail,UNITED SERVICES AUTOMOBILE ASSOCIATION,2014-04-30T12:00:00-05:00,CA,No,,,833065
Checking or savings account,,2017-06-06T12:00:00-05:00,Problem caused by your funds being low,Checking account,,Servicemember,2502028,Yes,N/A,Closed with explanation,Phone,UNITED SERVICES AUTOMOBILE ASSOCIATION,2017-06-05T12:00:00-05:00,,N/A,Company believes it acted appropriately as authorized by contract or law,Late or other fees,2502028
Credit card or prepaid card,USAA who I have been with since 2016 reduced my limit from XXXX to XXXX. After I paid off the remaining balance. After an extensive conversation they said it was due to late payments which is impossible since payments were direct drafted. Essentially after further discussion it was because I had paid the card off. Thus reducing my available credit by XXXX. This will drastically affect my purchasing power thus lowering my credit limit harshly.,2019-07-29T12:00:00-05:00,Trouble using your card,General-purpose credit card or charge card,70737,,3322245,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2019-07-29T12:00:00-05:00,LA,N/A,Company believes it acted appropriately as authorized by contract or law,Credit card company won't increase or decrease your credit limit,3322245
Credit card or prepaid card,"I contacted USAA and told them I had a change in my income status and requested for them to negotiate/change terms because right now they have my MINIMUM payment at {$640.00} a month. 

I told the Executive Resolution Team that I am experiencing hardship due to loss of a job, pay cut and that the debt is simply spiraled out of control requesting forbearance to allow me to make smaller payments or no payments at all for a limited-time. USAA told me I would need to go into a delinquent status before they would negotiate. 

I then contacted the Financial Improvement Team ( FIT ) however they were not genuinely focused on helping members who are struggling with debt and credit situations and told me I would need to default in order to receive services. 

Since XX/XX/XXXX, I have taken preventative actions to manage my USAA account by asking for help so I could PREVENT default. 

USAA refused to offer - Temporary hardship plans - These plans are typically set for 6 or 12 months. USAA refused to reduce my account to 2 % of my current balance. USAA refused to address the interest rate and reduce to anywhere from zero to 9 %. USAA refused to waive fees and penalties and refused to offer me a pre-plan arrangement. I asked for the preventative plan months prior in XX/XX/XXXX to have some type of temporary payment relief that I need as a XXXX  XXXX Veteran. 

USAA refused to offer any long term hardship programs - when I asked USAa to freeze the account and close the account - USAA stated it would not as I had a checking and membership. USAA refused to provide me with payments amortized o

ver 5 years ( 60 months ) which would be similar to the temporary plans of 2 to 2.5 % of the current balance set as your monthly payment. USAA acts like a bank and does not provide hardship options to for militar
y members and their families. 

I then filed a XXXX complaint against USAA Federal Savings Bank on XX/XX/2019 - Complaint ID # XXXX USAA refused to waive or reduce the minimum monthly payment. USAA refused to remove past late fees or implement any hardship plan to reduce the overall debt. USAA does not want to provide me with an option to pay off the balance in a shorter time frame. USAA understands that my circumstances have change which have impacted my money and I am not bringing in enough to meet the current monthly obligation of {$1100.00} a month MINIMUM payment which is ridiculous. 

I am facing longer -term financing challenges and USAA has made it clear that it does not want to offer me options to PREVENT mismanagement of my account, to PREVENT mis-payments or any negative marks going on my credit report. USAA has made it clear it wants my credit card account delinquent before they will work with me. Instead of providing military members with options that will PREVENT harm. 

USAA did not help me by offering preventative options when I repeatedly asked for help. USAA has turned into a predatory lender that wants to bring harm to its military members who dedicated time, commitment and service to protect the freedoms of this great nation. I couldn't believe USAA was not open to any hardship payment plans or agreements.",2020-01-29T12:00:00-05:00,Struggling to pay your bill,General-purpose credit card or charge card,92083,Servicemember,3512727,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2020-01-29T12:00:00-05:00,CA,N/A,Company believes it acted appropriately as authorized by contract or law,Credit card company won't work with you while you're going through financial hardship,3512727
